TrialID,ID,Mass_kg,LapNum,T_Start_s,T_End_s,Seg_Dur_s,Breaths_In_Seg,First_Breath_In_Station_s,Lap_Time_s,Station_Time_s,CO2_ml_per_kg_min,O2_ml_per_kg_min,ODBA_g
Trial19_10,9FL3,247,5,350.35,411.56,61.21,4,370.835,20.485,40.725,10.3337088,13.54902847,0.936678867
Trial19_10,9FL3,247,6,411.56,453.335,41.775,4,431.36,19.8,21.975,11.50175536,14.2783419,0.938504817
Trial19_10,9FL3,247,7,453.335,501.7975,48.4625,4,473.96,20.625,27.8375,11.15516714,14.51149152,0.801589152
Trial19_10,9FL3,247,8,501.7975,542.875,41.0775,4,523.145,21.3475,19.73,11.75264392,14.87678692,0.797715049
Trial17_08,9ON6,186,1,121.555,164.6175,43.0625,3,145.7675,24.2125,18.85,5.340324922,7.556908095,0.402096548
Trial17_08,9ON6,186,2,164.6175,196.3425,31.725,3,188.9475,24.33,7.395,5.653422812,8.410991637,0.390913905
Trial17_08,9ON6,186,3,196.3425,236.14,39.7975,3,222.29,25.9475,13.85,10.63286112,14.79992462,0.441675958
Trial17_08,9ON6,186,4,236.14,271.4525,35.3125,3,260.275,24.135,11.1775,8.248015986,12.19069369,0.415612142
Trial17_08,9ON6,186,5,271.4525,307.74,36.2875,3,296.2175,24.765,11.5225,9.573189026,13.83307591,0.422954667
Trial17_08,9ON6,186,6,307.74,340.8575,33.1175,3,332.77,25.03,8.0875,7.17776636,11.30578561,0.405446148
Trial17_08,9ON6,186,7,340.8575,378.09,37.2325,4,366.2975,25.44,11.7925,11.71106582,16.37227275,0.396822979
Trial17_16,9ON6,186,1,144.8725,198.73,53.8575,5,171.8225,26.95,26.9075,4.303471077,5.308512757,0.29873315
Trial17_16,9ON6,186,2,198.73,236.3,37.57,3,225.4,26.67,10.9,5.689165171,8.128482746,0.300850711
Trial17_16,9ON6,186,3,236.3,274.565,38.265,3,264.69,28.39,9.875,7.379775167,10.55289303,0.312909184
Trial17_16,9ON6,186,4,274.565,312.1575,37.5925,4,300.2425,25.6775,11.915,8.293521142,10.81375618,0.33241799
Trial17_16,9ON6,186,5,312.1575,349.4225,37.265,4,336.955,24.7975,12.4675,8.916089213,12.8573469,0.345531656
Trial17_16,9ON6,186,6,349.4225,390.555,41.1325,4,374.76,25.3375,15.795,11.36139502,15.38301673,0.354726029
Trial17_16,9ON6,186,7,390.555,443.1625,52.6075,5,416.905,26.35,26.2575,11.26663836,13.99898518,0.425916637
Trial17_16,9ON6,186,8,443.1625,486.215,43.0525,4,469.2225,26.06,16.9925,8.57093084,11.90819161,0.395616366
Trial17_16,9ON6,186,9,486.215,531.22,45.005,5,513.0225,26.8075,18.1975,10.11357161,14.18193677,0.345167522
Trial17_26,9ON6,186,1,142.1375,181.015,38.8775,3,168.5475,26.41,12.4675,6.042138147,6.902574464,0.398703902
Trial17_26,9ON6,186,2,181.015,245.675,64.66,9,206.5075,25.4925,39.1675,5.908823324,7.478323339,0.438681345
Trial17_26,9ON6,186,3,245.675,300.02,54.345,6,271.3725,25.6975,28.6475,8.241847931,10.72775784,0.402020859
Trial17_26,9ON6,186,4,300.02,337.385,37.365,3,325.285,25.265,12.1,7.061982276,9.660584556,0.438666007
Trial17_26,9ON6,186,5,337.385,390.485,53.1,7,362.9925,25.6075,27.4925,8.771034567,11.37840957,0.439751066
Trial17_26,9ON6,186,6,390.485,425.07,34.585,3,414.42,23.935,10.65,6.12889235,8.313318752,0.447222067
Trial17_26,9ON6,186,7,425.07,478.035,52.965,6,450.97,25.9,27.065,9.781261515,13.04208805,0.412894442
Trial17_26,9ON6,186,8,478.035,525.4975,47.4625,4,502.955,24.92,22.5425,8.280221227,10.94106553,0.423037476
Trial17_26,9ON6,186,9,525.4975,563.0025,37.505,3,550.5,25.0025,12.5025,9.967703231,13.04084187,0.438471597
Trial17_35,9ON6,186,1,289.8075,330.9275,41.12,3,318.3675,28.56,12.56,6.109577005,7.250219656,0.440693796
Trial17_35,9ON6,186,2,330.9275,370.0775,39.15,3,358.5775,27.65,11.5,9.050385202,11.29979813,0.471824129
Trial17_35,9ON6,186,3,370.0775,408.78,38.7025,3,396.7075,26.63,12.0725,7.241342666,10.23023019,0.465869368
Trial17_35,9ON6,186,4,408.78,444.245,35.465,3,435.0075,26.2275,9.2375,9.405001751,12.77861408,0.479435628
Trial17_35,9ON6,186,5,444.245,480.45,36.205,3,471.4575,27.2125,8.9925,10.91365923,14.92664977,0.443513082
Trial17_35,9ON6,186,6,480.45,518.1025,37.6525,3,507.33,26.88,10.7725,11.16920223,15.37146786,0.467404513
Trial17_35,9ON6,186,7,518.1025,555.6675,37.565,3,544.92,26.8175,10.7475,10.5975449,14.57087285,0.475580817
Trial17_35,9ON6,186,8,555.6675,595.3325,39.665,3,583.175,27.5075,12.1575,11.16528344,14.9477682,0.442065426
Trial17_35,9ON6,186,9,595.3325,636.9025,41.57,3,623.7075,28.375,13.195,8.941001187,11.88744985,0.410109085
Trial17_49,9ON6,186,1,140.9375,183.7925,42.855,4,163.105,22.1675,20.6875,5.276607916,6.84001942,0.572225877
Trial17_49,9ON6,186,2,183.7925,229.5925,45.8,4,205.9325,22.14,23.66,4.398506832,6.741794619,0.584544655
Trial17_49,9ON6,186,3,229.5925,270.115,40.5225,4,251.9675,22.375,18.1475,6.103339642,9.398999759,0.581186162
Trial17_49,9ON6,186,4,270.115,315.7925,45.6775,5,294.0125,23.8975,21.78,9.240096681,12.98373414,0.549278153
Trial17_49,9ON6,186,5,315.7925,354.9825,39.19,4,339.495,23.7025,15.4875,7.473927681,10.68491798,0.546356206
Trial17_49,9ON6,186,6,354.9825,393.9,38.9175,4,377.87,22.8875,16.03,8.698300997,12.49707301,0.601168967
Trial17_49,9ON6,186,7,393.9,437.805,43.905,5,416.4725,22.5725,21.3325,11.76954642,15.50414935,0.573940207
Trial17_49,9ON6,186,8,437.805,477.965,40.16,4,461.0325,23.2275,16.9325,10.4180054,13.94582958,0.585477388
Trial17_49,9ON6,186,9,477.965,517.99,40.025,5,501.2925,23.3275,16.6975,11.40819246,15.0486591,0.582394754
Trial17_58,9ON6,186,1,189.9725,241.3125,51.34,4,211.695,21.7225,29.6175,6.939190972,8.495545195,0.694807284
Trial17_58,9ON6,186,2,241.3125,286.5775,45.265,4,264.885,23.5725,21.6925,6.87350121,9.144714103,0.584052328
Trial17_58,9ON6,186,3,286.5775,327.8525,41.275,4,310.9725,24.395,16.88,8.746214416,11.93099002,0.667533466
Trial17_58,9ON6,186,4,327.8525,366.68,38.8275,4,350.96,23.1075,15.72,11.68858952,15.12978206,0.709112414
Trial17_58,9ON6,186,5,366.68,408.3775,41.6975,4,391.2075,24.5275,17.17,8.522209694,11.60818414,0.59697337
Trial17_58,9ON6,186,6,408.3775,460.1675,51.79,5,434.3475,25.97,25.82,9.357890737,12.62418327,0.603574603
Trial17_58,9ON6,186,7,460.1675,504.935,44.7675,5,484.0275,23.86,20.9075,12.18121585,15.99374546,0.504416614
Trial17_58,9ON6,186,8,504.935,548.1275,43.1925,4,529.53,24.595,18.5975,11.80984602,14.75390553,0.54251991
Trial17_58,9ON6,186,9,548.1275,594.285,46.1575,4,572.97,24.8425,21.315,11.19868333,14.77829242,0.595548616
Trial17_78,9ON6,186,1,128.8075,178.5675,49.76,4,150.9375,22.13,27.63,4.939191993,6.196841614,0.560551093
Trial17_78,9ON6,186,2,178.5675,225.9025,47.335,4,201.4175,22.85,24.485,5.97048491,7.78800383,0.530647445
Trial17_78,9ON6,186,3,225.9025,290.0675,64.165,6,249.825,23.9225,40.2425,8.456021899,11.02651179,0.518022761
Trial17_78,9ON6,186,4,290.0675,333.7725,43.705,4,314.215,24.1475,19.5575,8.596491876,11.91419008,0.526242558
Trial17_78,9ON6,186,5,333.7725,386.74,52.9675,6,357.9,24.1275,28.84,9.946452252,12.84597829,0.473326231
Trial17_78,9ON6,186,6,386.74,431.485,44.745,4,410.79,24.05,20.695,7.226613895,10.11250131,0.476235536
Trial17_78,9ON6,186,7,431.485,478.35,46.865,4,455.6325,24.1475,22.7175,7.664430777,10.70267033,0.46061891
Trial17_78,9ON6,186,8,478.35,520.925,42.575,4,502.475,24.125,18.45,9.430795749,12.99111625,0.463724871
Trial17_78,9ON6,186,9,520.925,567.78,46.855,4,545.195,24.27,22.585,9.008574841,12.46191924,0.476213048
Trial18_02,9ON6,190,1,134.6475,169.45,34.8025,2,162.155,27.5075,7.295,3.986102027,4.158503435,0.404481297
Trial18_02,9ON6,190,2,169.45,203.33,33.88,2,195.7625,26.3125,7.5675,3.584788417,4.230721432,0.406427253
Trial18_02,9ON6,190,3,203.33,237.68,34.35,2,230.3925,27.0625,7.2875,4.707883245,6.280854976,0.373913029
Trial18_02,9ON6,190,4,237.68,271.41,33.73,2,264.86,27.18,6.55,3.869427497,5.206360104,0.362525955
Trial18_02,9ON6,190,5,271.41,307.115,35.705,2,299.52,28.11,7.595,4.333758356,5.947862234,0.347205043
Trial18_02,9ON6,190,6,307.115,343.3375,36.2225,3,333.7025,26.5875,9.635,5.924785046,8.230708596,0.519782088
Trial18_02,9ON6,190,7,343.3375,377.1575,33.82,3,369.5925,26.255,7.565,6.044072333,8.099224999,0.565538627
Trial18_02,9ON6,190,8,377.1575,410.3925,33.235,2,403.4625,26.305,6.93,6.454514502,9.11024364,0.523466099
Trial18_02,9ON6,190,9,410.3925,443.7225,33.33,2,435.3675,24.975,8.355,5.278317305,5.336112559,0.601230469
Trial18_28,9ON6,190,1,153.26,183.41,30.15,2,176.905,23.645,6.505,6.096884001,6.660382299,0.562796817
Trial18_28,9ON6,190,2,183.41,215.415,32.005,2,206.875,23.465,8.54,7.179141417,9.834318651,0.548193569
Trial18_28,9ON6,190,3,215.415,248.375,32.96,2,239.72,24.305,8.655,8.023122126,11.75779254,0.575138836
Trial18_28,9ON6,190,4,248.375,282.85,34.475,3,273.615,25.24,9.235,10.12358307,13.40376322,0.51322062
Trial18_28,9ON6,190,5,282.85,316.93,34.08,2,307.81,24.96,9.12,8.327464789,12.47498147,0.531282047
Trial18_28,9ON6,190,6,316.93,355.525,38.595,3,341.755,24.825,13.77,13.78689631,18.06533434,0.528019517
Trial18_28,9ON6,190,7,355.525,389.87,34.345,3,381.275,25.75,8.595,11.65510953,14.95046395,0.474027399
Trial18_28,9ON6,190,8,389.87,424.175,34.305,3,414.75,24.88,9.425,12.36646492,15.82859641,0.491756077
Trial18_28,9ON6,190,9,424.175,460.16,35.985,3,448.38,24.205,11.78,13.48719861,16.97812685,0.483671697
